,drug1,drug2,cliff
72883,CHEMBL1965507,CHEMBL1980144,0
72884,CHEMBL1965507,CHEMBL1988594,0
72885,CHEMBL1965570,CHEMBL1966514,0
72886,CHEMBL1965589,CHEMBL1978200,0
72887,CHEMBL1965631,CHEMBL1977223,0
72888,CHEMBL1965660,CHEMBL1981079,0
72889,CHEMBL1965988,CHEMBL1973211,0
72890,CHEMBL1965988,CHEMBL1979577,0
72891,CHEMBL1965988,CHEMBL1979883,0
72892,CHEMBL1965988,CHEMBL394619,0
72893,CHEMBL1966279,CHEMBL2000481,0
72894,CHEMBL1966514,CHEMBL1988075,0
72895,CHEMBL1966628,CHEMBL1995813,0
72896,CHEMBL1966722,CHEMBL1975138,1
72897,CHEMBL1966816,CHEMBL1980540,0
72898,CHEMBL1967116,CHEMBL1974254,0
72899,CHEMBL1967116,CHEMBL1977148,0
72900,CHEMBL1967116,CHEMBL1979883,0
72901,CHEMBL1967116,CHEMBL1988075,0
72902,CHEMBL1967116,CHEMBL1989708,0
72903,CHEMBL1967302,CHEMBL1987679,0
72904,CHEMBL1967531,CHEMBL1983963,0
72905,CHEMBL1967531,CHEMBL1984586,0
72906,CHEMBL1967531,CHEMBL2000335,0
72907,CHEMBL1967531,CHEMBL2005828,0
72908,CHEMBL1967531,CHEMBL211378,0
72909,CHEMBL1967531,CHEMBL262433,0
72910,CHEMBL1967560,CHEMBL1968380,0
72911,CHEMBL1967560,CHEMBL2005375,0
72912,CHEMBL1968127,CHEMBL1976093,0
72913,CHEMBL1968380,CHEMBL2005375,0
72914,CHEMBL1968406,CHEMBL1982135,0
72915,CHEMBL1969126,CHEMBL2004419,0
72916,CHEMBL1969126,CHEMBL1988995,0
72917,CHEMBL1969190,CHEMBL1973937,0
72918,CHEMBL1969190,CHEMBL271381,0
72919,CHEMBL1969301,CHEMBL484390,0
72920,CHEMBL1969301,CHEMBL519697,0
72921,CHEMBL1969561,CHEMBL1986970,0
72922,CHEMBL1969561,CHEMBL1996111,0
72923,CHEMBL1969735,CHEMBL1982383,0
72924,CHEMBL1969735,CHEMBL1991395,0
72925,CHEMBL1969735,CHEMBL1995832,0
72926,CHEMBL1969735,CHEMBL2007372,0
72927,CHEMBL1970074,CHEMBL213505,0
72928,CHEMBL1970189,CHEMBL1979318,0
72929,CHEMBL1970203,CHEMBL1972576,0
72930,CHEMBL1970203,CHEMBL1980144,0
72931,CHEMBL1970203,CHEMBL1988594,0
72932,CHEMBL1970522,CHEMBL1972937,0
72933,CHEMBL1970522,CHEMBL2000354,0
72934,CHEMBL1970709,CHEMBL1973808,0
72935,CHEMBL1971141,CHEMBL220057,0
72936,CHEMBL1971149,CHEMBL1978200,0
72937,CHEMBL1971149,CHEMBL1991678,0
72938,CHEMBL1971149,CHEMBL1996500,0
72939,CHEMBL1971149,CHEMBL2001547,0
72940,CHEMBL1972221,CHEMBL1973893,0
72941,CHEMBL1972576,CHEMBL1980144,0
72942,CHEMBL1972576,CHEMBL1988594,0
72943,CHEMBL1972849,CHEMBL1976732,0
72944,CHEMBL1972849,CHEMBL1988995,0
72945,CHEMBL1973098,CHEMBL2003286,0
72946,CHEMBL1973145,CHEMBL1983963,0
72947,CHEMBL1973145,CHEMBL2000335,0
72948,CHEMBL1973145,CHEMBL211378,0
72949,CHEMBL1973211,CHEMBL1979577,0
72950,CHEMBL1973211,CHEMBL1979883,0
72951,CHEMBL1973211,CHEMBL1982465,0
72952,CHEMBL1973348,CHEMBL2001751,1
72953,CHEMBL1973808,CHEMBL1972489,0
72954,CHEMBL1973860,CHEMBL1990912,0
72955,CHEMBL1973860,CHEMBL1998435,0
72956,CHEMBL1973937,CHEMBL271381,0
72957,CHEMBL1974254,CHEMBL1977148,0
72958,CHEMBL1974288,CHEMBL1977135,0
72959,CHEMBL1974288,CHEMBL1990254,0
72960,CHEMBL1974288,CHEMBL1998545,0
72961,CHEMBL1974288,CHEMBL1969755,0
72962,CHEMBL1974416,CHEMBL1996979,0
72963,CHEMBL1974870,CHEMBL1991063,0
72964,CHEMBL1974870,CHEMBL2002726,1
72965,CHEMBL1974935,CHEMBL1983945,0
72966,CHEMBL1974935,CHEMBL1993584,0
72967,CHEMBL1975128,CHEMBL1989646,0
72968,CHEMBL1975256,CHEMBL2004692,0
72969,CHEMBL1975256,CHEMBL1419458,0
72970,CHEMBL1975900,CHEMBL1980489,0
72971,CHEMBL1975900,CHEMBL1983449,0
72972,CHEMBL1976093,CHEMBL1991395,0
72973,CHEMBL1976220,CHEMBL1983963,0
72974,CHEMBL1976220,CHEMBL211378,0
72975,CHEMBL1976220,CHEMBL231209,0
72976,CHEMBL1976220,CHEMBL394619,0
72977,CHEMBL1976220,CHEMBL394790,0
72978,CHEMBL1976455,CHEMBL2003817,1
72979,CHEMBL1976732,CHEMBL1988995,0
72980,CHEMBL1977135,CHEMBL1990254,0
72981,CHEMBL1977148,CHEMBL1989708,0
72982,CHEMBL1978200,CHEMBL1982563,0
72983,CHEMBL1978200,CHEMBL1984700,0
72984,CHEMBL1978200,CHEMBL1991678,0
72985,CHEMBL1978200,CHEMBL1996500,0
72986,CHEMBL1978200,CHEMBL2001547,0
72987,CHEMBL1979057,CHEMBL2004771,0
72988,CHEMBL1979093,CHEMBL1984363,0
72989,CHEMBL1979577,CHEMBL1979883,0
72990,CHEMBL1979577,CHEMBL1982465,0
72991,CHEMBL1979883,CHEMBL1982465,0
72992,CHEMBL1979970,CHEMBL1985406,0
72993,CHEMBL1980144,CHEMBL1988594,0
72994,CHEMBL1980489,CHEMBL1994864,0
72995,CHEMBL1981782,CHEMBL1998121,1
72996,CHEMBL1982361,CHEMBL1983449,0
72997,CHEMBL1982361,CHEMBL1994864,0
72998,CHEMBL1982383,CHEMBL1991395,0
72999,CHEMBL1982383,CHEMBL1991800,0
73000,CHEMBL1982383,CHEMBL1995832,0
73001,CHEMBL1982383,CHEMBL2007372,0
73002,CHEMBL1982563,CHEMBL1991678,0
73003,CHEMBL1982563,CHEMBL1996500,0
73004,CHEMBL1982563,CHEMBL2001547,0
73005,CHEMBL1982924,CHEMBL1997764,0
73006,CHEMBL1983025,CHEMBL2001257,0
73007,CHEMBL1983195,CHEMBL1986328,0
73008,CHEMBL1983195,CHEMBL2006156,0
73009,CHEMBL1983945,CHEMBL1993584,0
73010,CHEMBL1983963,CHEMBL1984586,0
73011,CHEMBL1983963,CHEMBL2005828,0
73012,CHEMBL1983963,CHEMBL211378,0
73013,CHEMBL1983963,CHEMBL231209,0
73014,CHEMBL1983963,CHEMBL262433,0
73015,CHEMBL1983963,CHEMBL394619,0
73016,CHEMBL1983963,CHEMBL394790,0
73017,CHEMBL1984363,CHEMBL2000335,0
73018,CHEMBL1984586,CHEMBL2005828,0
73019,CHEMBL1984586,CHEMBL211378,0
73020,CHEMBL1984633,CHEMBL2004872,0
73021,CHEMBL1984700,CHEMBL1991678,0
73022,CHEMBL1984700,CHEMBL1996500,0
73023,CHEMBL1984700,CHEMBL2000429,0
73024,CHEMBL1984700,CHEMBL2001547,0
73025,CHEMBL1985095,CHEMBL592030,0
73026,CHEMBL1986943,CHEMBL1991674,1
73027,CHEMBL1986970,CHEMBL1996111,0
73028,CHEMBL1987007,CHEMBL2005475,0
73029,CHEMBL1988075,CHEMBL1993941,0
73030,CHEMBL1988075,CHEMBL2002165,0
73031,CHEMBL1989708,CHEMBL2002165,0
73032,CHEMBL1990254,CHEMBL1998545,0
73033,CHEMBL1990254,CHEMBL1969755,0
73034,CHEMBL1990912,CHEMBL1998435,0
73035,CHEMBL1991188,CHEMBL2006188,0
73036,CHEMBL1991395,CHEMBL1995832,0
73037,CHEMBL1991395,CHEMBL2007372,0
73038,CHEMBL1991678,CHEMBL1996500,0
73039,CHEMBL1991678,CHEMBL2000429,0
73040,CHEMBL1991678,CHEMBL2001547,0
73041,CHEMBL1991800,CHEMBL1994040,0
73042,CHEMBL1992342,CHEMBL1997597,0
73043,CHEMBL1992342,CHEMBL2004892,0
73044,CHEMBL1992634,CHEMBL1994074,0
73045,CHEMBL1992922,CHEMBL2000071,0
73046,CHEMBL1993941,CHEMBL2002165,0
73047,CHEMBL1994538,CHEMBL2003817,0
73048,CHEMBL1994830,CHEMBL497151,0
73049,CHEMBL1995832,CHEMBL2007372,0
73050,CHEMBL1996500,CHEMBL2000429,0
73051,CHEMBL1996500,CHEMBL2001547,0
73052,CHEMBL1996817,CHEMBL2000071,0
73053,CHEMBL1996979,CHEMBL1998829,0
73054,CHEMBL1997129,CHEMBL226471,1
73055,CHEMBL1997340,CHEMBL1970369,0
73056,CHEMBL1997597,CHEMBL2004892,0
73057,CHEMBL1997846,CHEMBL2006439,1
73058,CHEMBL1998193,CHEMBL2003420,0
73059,CHEMBL1998545,CHEMBL1969755,0
73060,CHEMBL2000335,CHEMBL2005828,0
73061,CHEMBL2000429,CHEMBL2001547,0
73062,CHEMBL2000894,CHEMBL340921,0
73063,CHEMBL2002165,CHEMBL2004290,0
73064,CHEMBL2002446,CHEMBL387971,0
73065,CHEMBL2005828,CHEMBL211378,0
73066,CHEMBL2005828,CHEMBL262433,0
73067,CHEMBL2007592,CHEMBL1970806,0
73068,CHEMBL211378,CHEMBL231209,0
73069,CHEMBL211378,CHEMBL262433,0
73070,CHEMBL211378,CHEMBL394619,0
73071,CHEMBL211378,CHEMBL394790,0
73072,CHEMBL231209,CHEMBL394619,0
73073,CHEMBL231209,CHEMBL394790,0
73074,CHEMBL249282,CHEMBL398951,0
73075,CHEMBL256835,CHEMBL95692,0
73076,CHEMBL340384,CHEMBL340921,1
73077,CHEMBL377408,CHEMBL424872,0
73078,CHEMBL394619,CHEMBL394790,0
73079,CHEMBL402846,CHEMBL404367,0
73080,CHEMBL474432,CHEMBL514499,0
73081,CHEMBL484390,CHEMBL519697,0
73082,CHEMBL1966035,CHEMBL1994864,0
73083,CHEMBL1972258,CHEMBL1989518,0
73084,CHEMBL1983449,CHEMBL1994864,0
73085,CHEMBL1983449,CHEMBL2003768,0
73086,CHEMBL1989265,CHEMBL1977604,0
73087,CHEMBL1997349,CHEMBL2005112,0
73088,CHEMBL1997349,CHEMBL2006836,0
73089,CHEMBL1997872,CHEMBL2006481,0
73090,CHEMBL2004692,CHEMBL1419458,0
73091,CHEMBL2005112,CHEMBL1999126,0
73092,CHEMBL244378,CHEMBL396523,0
73093,CHEMBL1984044,CHEMBL1989569,0
73094,CHEMBL208637,CHEMBL1970735,0
73095,CHEMBL210032,CHEMBL2006567,0
73096,CHEMBL210928,CHEMBL210963,0
73097,CHEMBL210928,CHEMBL378627,0
73098,CHEMBL210963,CHEMBL378627,0
73099,CHEMBL223367,CHEMBL373598,0
73100,CHEMBL223367,CHEMBL413779,0
73101,CHEMBL373598,CHEMBL223257,0
73102,CHEMBL373598,CHEMBL413779,0
73103,CHEMBL377383,CHEMBL377408,0
73104,CHEMBL377383,CHEMBL424872,0
73105,CHEMBL377383,CHEMBL2004355,0
73106,CHEMBL377383,CHEMBL2006581,0
73107,CHEMBL590109,CHEMBL1985095,0
73108,CHEMBL590109,CHEMBL592030,0
73109,CHEMBL116070,CHEMBL1974310,0
73110,CHEMBL116070,CHEMBL1978195,0
73111,CHEMBL1242373,CHEMBL1964687,1
73112,CHEMBL1242373,CHEMBL1968406,0
73113,CHEMBL1242373,CHEMBL1982135,0
73114,CHEMBL1375418,CHEMBL1381197,0
73115,CHEMBL1375418,CHEMBL1982880,0
73116,CHEMBL1682341,CHEMBL1682346,0
73117,CHEMBL1682341,CHEMBL1682545,0
73118,CHEMBL1682341,CHEMBL1969843,0
73119,CHEMBL1682341,CHEMBL1682345,0
73120,CHEMBL1682341,CHEMBL1682357,0
73121,CHEMBL1682341,CHEMBL1682360,1
73122,CHEMBL1682346,CHEMBL1975128,0
73123,CHEMBL1682346,CHEMBL1682345,0
73124,CHEMBL1682346,CHEMBL1984432,0
73125,CHEMBL1682545,CHEMBL1682546,0
73126,CHEMBL1682545,CHEMBL1969843,0
73127,CHEMBL1682545,CHEMBL1682345,0
73128,CHEMBL1682545,CHEMBL1682357,0
73129,CHEMBL1682545,CHEMBL1682360,0
73130,CHEMBL1682546,CHEMBL1968926,0
73131,CHEMBL1682546,CHEMBL1682357,0
73132,CHEMBL183844,CHEMBL184847,0
73133,CHEMBL183844,CHEMBL185569,0
73134,CHEMBL184847,CHEMBL185569,0
73135,CHEMBL185569,CHEMBL375284,0
73136,CHEMBL196363,CHEMBL1967531,0
73137,CHEMBL196363,CHEMBL1973145,0
73138,CHEMBL196363,CHEMBL1976220,0
73139,CHEMBL196363,CHEMBL1983963,0
73140,CHEMBL196363,CHEMBL1984586,0
73141,CHEMBL196363,CHEMBL2000335,0
73142,CHEMBL196363,CHEMBL2005828,0
73143,CHEMBL196363,CHEMBL211378,0
73144,CHEMBL196363,CHEMBL231209,0
73145,CHEMBL196363,CHEMBL262433,0
73146,CHEMBL196363,CHEMBL394619,0
73147,CHEMBL196363,CHEMBL394790,0
73148,CHEMBL1964644,CHEMBL259850,0
73149,CHEMBL1964687,CHEMBL1968406,0
73150,CHEMBL1964687,CHEMBL1982135,0
73151,CHEMBL1964777,CHEMBL1971017,0
73152,CHEMBL1964777,CHEMBL1974457,0
73153,CHEMBL1964777,CHEMBL1975787,0
73154,CHEMBL1965131,CHEMBL2003271,0
73155,CHEMBL1965131,CHEMBL2006785,0
73156,CHEMBL1965423,CHEMBL2004419,0
73157,CHEMBL1965507,CHEMBL1970203,0
73158,CHEMBL1965507,CHEMBL1972576,0
73159,CHEMBL1965507,CHEMBL1980144,0
73160,CHEMBL1965507,CHEMBL1988594,0
73161,CHEMBL1965507,CHEMBL1990583,0
73162,CHEMBL1965570,CHEMBL1966514,0
73163,CHEMBL1965631,CHEMBL1977223,0
73164,CHEMBL1965988,CHEMBL1973211,0
73165,CHEMBL1965988,CHEMBL1979577,0
73166,CHEMBL1965988,CHEMBL1979883,0
73167,CHEMBL1965988,CHEMBL394619,0
73168,CHEMBL1965988,CHEMBL1969102,0
73169,CHEMBL1965988,CHEMBL1964441,0
73170,CHEMBL1965988,CHEMBL1978166,0
73171,CHEMBL1966514,CHEMBL1988075,0
73172,CHEMBL1966514,CHEMBL1969102,0
73173,CHEMBL1966722,CHEMBL1975138,0
73174,CHEMBL1967116,CHEMBL1974254,1
73175,CHEMBL1967116,CHEMBL1977148,1
73176,CHEMBL1967116,CHEMBL1979883,1
73177,CHEMBL1967116,CHEMBL1980297,1
73178,CHEMBL1967116,CHEMBL1988075,1
73179,CHEMBL1967116,CHEMBL1989708,1
73180,CHEMBL1967116,CHEMBL1969102,0
73181,CHEMBL1967116,CHEMBL1970317,0
73182,CHEMBL1967302,CHEMBL1987679,0
73183,CHEMBL1967531,CHEMBL1983963,0
73184,CHEMBL1967531,CHEMBL1984586,0
73185,CHEMBL1967531,CHEMBL2000335,0
73186,CHEMBL1967531,CHEMBL2005828,0
73187,CHEMBL1967531,CHEMBL211378,0
73188,CHEMBL1967531,CHEMBL262433,0
73189,CHEMBL1967560,CHEMBL1968380,0
73190,CHEMBL1967560,CHEMBL2005375,0
73191,CHEMBL1968380,CHEMBL2005375,0
73192,CHEMBL1968406,CHEMBL1982135,0
73193,CHEMBL1968791,CHEMBL2007151,0
73194,CHEMBL1969190,CHEMBL1973937,0
73195,CHEMBL1969190,CHEMBL271381,0
73196,CHEMBL1969301,CHEMBL484390,0
73197,CHEMBL1969301,CHEMBL519697,0
73198,CHEMBL1969561,CHEMBL1986970,0
73199,CHEMBL1969561,CHEMBL1996111,0
73200,CHEMBL1969735,CHEMBL1982383,0
73201,CHEMBL1969735,CHEMBL1991395,0
73202,CHEMBL1969735,CHEMBL1995832,0
73203,CHEMBL1969735,CHEMBL2007372,0
73204,CHEMBL1969735,CHEMBL1987648,1
73205,CHEMBL1969735,CHEMBL2005792,0
73206,CHEMBL1969843,CHEMBL1682345,0
73207,CHEMBL1969843,CHEMBL1682357,0
73208,CHEMBL1969843,CHEMBL1682360,1
73209,CHEMBL1970074,CHEMBL213505,0
73210,CHEMBL1970189,CHEMBL1979318,0
73211,CHEMBL1970203,CHEMBL1972576,0
73212,CHEMBL1970203,CHEMBL1980144,0
73213,CHEMBL1970203,CHEMBL1988594,0
73214,CHEMBL1970340,CHEMBL1980376,0
73215,CHEMBL1970522,CHEMBL1972937,0
73216,CHEMBL1970522,CHEMBL2000354,0
73217,CHEMBL1970522,CHEMBL1996604,0
73218,CHEMBL1970709,CHEMBL1973808,0
73219,CHEMBL1971649,CHEMBL507936,0
73220,CHEMBL1972221,CHEMBL1973893,0
73221,CHEMBL1972576,CHEMBL1980144,0
73222,CHEMBL1972576,CHEMBL1988594,0
73223,CHEMBL1972584,CHEMBL1970879,0
73224,CHEMBL1973098,CHEMBL2003286,0
73225,CHEMBL1973145,CHEMBL1983963,0
73226,CHEMBL1973145,CHEMBL2000335,1
73227,CHEMBL1973145,CHEMBL211378,0
73228,CHEMBL1973211,CHEMBL1979577,0
73229,CHEMBL1973211,CHEMBL1979883,0
73230,CHEMBL1973211,CHEMBL1982465,0
73231,CHEMBL1973211,CHEMBL1969102,0
73232,CHEMBL1973211,CHEMBL1971947,0
73233,CHEMBL1973211,CHEMBL1964441,0
73234,CHEMBL1973211,CHEMBL1965387,0
73235,CHEMBL1973211,CHEMBL1978166,0
73236,CHEMBL1973211,CHEMBL1983640,0
73237,CHEMBL1973348,CHEMBL2001751,0
73238,CHEMBL1973348,CHEMBL1994361,0
73239,CHEMBL1973808,CHEMBL1972489,0
73240,CHEMBL1973860,CHEMBL1990912,0
73241,CHEMBL1973937,CHEMBL271381,0
73242,CHEMBL1973961,CHEMBL1983268,0
73243,CHEMBL1974254,CHEMBL1977148,0
73244,CHEMBL1974254,CHEMBL1965170,0
73245,CHEMBL1974310,CHEMBL1978195,0
73246,CHEMBL1974935,CHEMBL1983945,0
73247,CHEMBL1974935,CHEMBL1993584,0
73248,CHEMBL1974935,CHEMBL1968245,0
73249,CHEMBL1975128,CHEMBL1682345,1
73250,CHEMBL1975256,CHEMBL2004692,0
73251,CHEMBL1975256,CHEMBL1419458,0
73252,CHEMBL1975500,CHEMBL1996702,0
73253,CHEMBL1975900,CHEMBL1980489,0
73254,CHEMBL1975900,CHEMBL1983449,0
73255,CHEMBL1976220,CHEMBL1983963,0
73256,CHEMBL1976220,CHEMBL211378,0
73257,CHEMBL1976220,CHEMBL231209,0
73258,CHEMBL1976220,CHEMBL394619,0
73259,CHEMBL1976220,CHEMBL394790,0
73260,CHEMBL1976455,CHEMBL2003817,0
73261,CHEMBL1977135,CHEMBL1990254,0
73262,CHEMBL1977135,CHEMBL2006299,0
73263,CHEMBL1977148,CHEMBL1989708,0
73264,CHEMBL1977148,CHEMBL1965170,0
73265,CHEMBL1977346,CHEMBL1968850,0
73266,CHEMBL1979093,CHEMBL1984363,0
73267,CHEMBL1979516,CHEMBL1982476,1
73268,CHEMBL1979577,CHEMBL1979883,0
73269,CHEMBL1979577,CHEMBL1982465,0
73270,CHEMBL1979577,CHEMBL1964441,0
73271,CHEMBL1979577,CHEMBL1978166,0
73272,CHEMBL1979883,CHEMBL1982465,0
73273,CHEMBL1979883,CHEMBL1969102,0
73274,CHEMBL1979883,CHEMBL1964441,0
73275,CHEMBL1979883,CHEMBL1978166,0
73276,CHEMBL1979970,CHEMBL1985406,0
73277,CHEMBL1980144,CHEMBL1988594,0
73278,CHEMBL1980297,CHEMBL1989708,0
73279,CHEMBL1980297,CHEMBL1993941,0
73280,CHEMBL1980489,CHEMBL1994864,0
73281,CHEMBL1981782,CHEMBL1998121,0
73282,CHEMBL1982361,CHEMBL1983449,0
73283,CHEMBL1982361,CHEMBL1994864,0
73284,CHEMBL1982383,CHEMBL1991395,0
73285,CHEMBL1982383,CHEMBL1991800,1
73286,CHEMBL1982383,CHEMBL1995832,0
73287,CHEMBL1982383,CHEMBL2007372,0
73288,CHEMBL1982383,CHEMBL2005792,0
73289,CHEMBL1982465,CHEMBL1971947,0
73290,CHEMBL1982465,CHEMBL1964441,0
73291,CHEMBL1982465,CHEMBL1965387,0
73292,CHEMBL1982465,CHEMBL1978166,0
73293,CHEMBL1982465,CHEMBL1983640,0
73294,CHEMBL1982563,CHEMBL1991678,0
73295,CHEMBL1982563,CHEMBL1996500,0
73296,CHEMBL1982563,CHEMBL1987648,1
73297,CHEMBL1983025,CHEMBL2001257,0
73298,CHEMBL1983195,CHEMBL1986328,0
73299,CHEMBL1983195,CHEMBL2006156,0
73300,CHEMBL1983945,CHEMBL1993584,0
73301,CHEMBL1983945,CHEMBL1985580,0
73302,CHEMBL1983963,CHEMBL1984586,0
73303,CHEMBL1983963,CHEMBL2005828,0
73304,CHEMBL1983963,CHEMBL211378,0
73305,CHEMBL1983963,CHEMBL231209,0
73306,CHEMBL1983963,CHEMBL262433,0
73307,CHEMBL1983963,CHEMBL394619,0
73308,CHEMBL1983963,CHEMBL394790,0
73309,CHEMBL1984162,CHEMBL1987054,0
73310,CHEMBL1984363,CHEMBL2000335,1
73311,CHEMBL1984363,CHEMBL1964307,0
73312,CHEMBL1984363,CHEMBL1976328,0
73313,CHEMBL1984586,CHEMBL2005828,0
73314,CHEMBL1984586,CHEMBL211378,0
73315,CHEMBL1984700,CHEMBL1991678,0
73316,CHEMBL1984700,CHEMBL1996500,0
73317,CHEMBL1984700,CHEMBL2000429,0
73318,CHEMBL1984700,CHEMBL1984842,0
73319,CHEMBL1985095,CHEMBL592030,0
73320,CHEMBL1986970,CHEMBL1996111,0
73321,CHEMBL1988075,CHEMBL1993941,0
73322,CHEMBL1988075,CHEMBL2002165,0
73323,CHEMBL1988075,CHEMBL1969102,0
73324,CHEMBL1988075,CHEMBL1970317,1
73325,CHEMBL1989708,CHEMBL2002165,0
73326,CHEMBL1989708,CHEMBL1965170,0
73327,CHEMBL1990254,CHEMBL1998545,0
73328,CHEMBL1990254,CHEMBL1969755,0
73329,CHEMBL1990254,CHEMBL1986143,0
73330,CHEMBL1991138,CHEMBL1988370,0
73331,CHEMBL1991395,CHEMBL1995832,0
73332,CHEMBL1991395,CHEMBL2007372,0
73333,CHEMBL1991395,CHEMBL2005792,0
73334,CHEMBL1991678,CHEMBL1996500,0
73335,CHEMBL1991678,CHEMBL2000429,0
73336,CHEMBL1991678,CHEMBL1987648,1
73337,CHEMBL1992242,CHEMBL375284,0
73338,CHEMBL1992342,CHEMBL1997597,0
73339,CHEMBL1992342,CHEMBL2004892,0
73340,CHEMBL1992342,CHEMBL1988872,1
73341,CHEMBL1992922,CHEMBL2000071,0
73342,CHEMBL1993584,CHEMBL1968245,0
73343,CHEMBL1993722,CHEMBL1985311,0
73344,CHEMBL1993781,CHEMBL1991846,0
73345,CHEMBL1993941,CHEMBL2002165,0
73346,CHEMBL1993941,CHEMBL1970317,1
73347,CHEMBL1994538,CHEMBL2003817,0
73348,CHEMBL1994830,CHEMBL497151,0
73349,CHEMBL1995832,CHEMBL2007372,0
73350,CHEMBL1995832,CHEMBL2005792,0
73351,CHEMBL1996500,CHEMBL2000429,0
73352,CHEMBL1996500,CHEMBL1987648,1
73353,CHEMBL1996817,CHEMBL2000071,0
73354,CHEMBL1996979,CHEMBL1998829,0
73355,CHEMBL1997129,CHEMBL226471,0
73356,CHEMBL1997340,CHEMBL1970369,0
73357,CHEMBL1997597,CHEMBL2004892,0
73358,CHEMBL1997597,CHEMBL1988872,1
73359,CHEMBL1997617,CHEMBL1965910,0
73360,CHEMBL1998545,CHEMBL1969755,0
73361,CHEMBL1998545,CHEMBL1986143,0
73362,CHEMBL1999428,CHEMBL2006299,0
73363,CHEMBL2000335,CHEMBL2005828,0
73364,CHEMBL2000354,CHEMBL1996604,0
73365,CHEMBL2000429,CHEMBL1984842,1
73366,CHEMBL2000568,CHEMBL1994159,1
73367,CHEMBL2000894,CHEMBL340921,0
73368,CHEMBL2001751,CHEMBL1994361,0
73369,CHEMBL2002165,CHEMBL2004290,0
73370,CHEMBL2002165,CHEMBL1970317,1
73371,CHEMBL2002446,CHEMBL387971,0
73372,CHEMBL2002726,CHEMBL2000271,0
73373,CHEMBL2003456,CHEMBL1983630,1
73374,CHEMBL2004892,CHEMBL1988872,1
73375,CHEMBL2005828,CHEMBL211378,0
73376,CHEMBL2005828,CHEMBL262433,0
73377,CHEMBL2006237,CHEMBL1985309,0
73378,CHEMBL2007592,CHEMBL1970806,0
73379,CHEMBL211378,CHEMBL231209,0
73380,CHEMBL211378,CHEMBL262433,0
73381,CHEMBL211378,CHEMBL394619,0
73382,CHEMBL211378,CHEMBL394790,0
73383,CHEMBL220057,CHEMBL1964307,0
73384,CHEMBL220057,CHEMBL1976328,0
73385,CHEMBL220057,CHEMBL219722,0
73386,CHEMBL231209,CHEMBL394619,0
73387,CHEMBL231209,CHEMBL394790,0
73388,CHEMBL249282,CHEMBL398951,0
73389,CHEMBL256835,CHEMBL95692,0
73390,CHEMBL296586,CHEMBL336961,0
73391,CHEMBL306380,CHEMBL406845,0
73392,CHEMBL340384,CHEMBL340921,1
73393,CHEMBL377408,CHEMBL424872,0
73394,CHEMBL377408,CHEMBL2004355,0
73395,CHEMBL377408,CHEMBL2006581,0
73396,CHEMBL394619,CHEMBL394790,0
73397,CHEMBL402846,CHEMBL404367,0
73398,CHEMBL411903,CHEMBL260092,0
73399,CHEMBL424872,CHEMBL2004355,0
73400,CHEMBL424872,CHEMBL2006581,0
73401,CHEMBL474432,CHEMBL514499,0
73402,CHEMBL482767,CHEMBL1986177,0
73403,CHEMBL484390,CHEMBL519697,0
73404,CHEMBL1727312,CHEMBL1971801,0
73405,CHEMBL1969755,CHEMBL1986143,0
73406,CHEMBL1972258,CHEMBL1989518,0
73407,CHEMBL1983449,CHEMBL1994864,0
73408,CHEMBL1989265,CHEMBL1977604,0
73409,CHEMBL1997349,CHEMBL2005112,0
73410,CHEMBL1997349,CHEMBL2006836,0
73411,CHEMBL2004692,CHEMBL1419458,0
73412,CHEMBL2005112,CHEMBL1999126,0
73413,CHEMBL2007372,CHEMBL2005792,0
73414,CHEMBL1682345,CHEMBL1682357,0
73415,CHEMBL1682345,CHEMBL1984432,0
73416,CHEMBL1682345,CHEMBL1682360,0
73417,CHEMBL1682357,CHEMBL1682360,1
73418,CHEMBL1964307,CHEMBL1976328,0
73419,CHEMBL1964307,CHEMBL219722,0
73420,CHEMBL1965910,CHEMBL1988370,0
73421,CHEMBL1966524,CHEMBL1972840,0
73422,CHEMBL1969102,CHEMBL1971947,0
73423,CHEMBL1969102,CHEMBL1964441,0
73424,CHEMBL1971017,CHEMBL1974457,0
73425,CHEMBL1971017,CHEMBL1975787,0
73426,CHEMBL1971947,CHEMBL1978166,0
73427,CHEMBL1972183,CHEMBL1996155,0
73428,CHEMBL1974457,CHEMBL1975787,0
73429,CHEMBL1975787,CHEMBL1999556,0
73430,CHEMBL1981045,CHEMBL1985566,0
73431,CHEMBL1983006,CHEMBL207995,0
73432,CHEMBL1984206,CHEMBL209534,0
73433,CHEMBL1991728,CHEMBL1993166,0
73434,CHEMBL1991728,CHEMBL2000685,0
73435,CHEMBL1996390,CHEMBL1999556,0
73436,CHEMBL1997759,CHEMBL1978656,0
73437,CHEMBL1999774,CHEMBL2004647,0
73438,CHEMBL2000104,CHEMBL1972362,0
73439,CHEMBL2004355,CHEMBL2006581,0
73440,CHEMBL223257,CHEMBL413779,0
73441,CHEMBL1964441,CHEMBL1978166,0
73442,CHEMBL1964902,CHEMBL1977634,0
73443,CHEMBL1964902,CHEMBL1998680,0
73444,CHEMBL1964902,CHEMBL2003689,0
73445,CHEMBL1964902,CHEMBL2005699,0
73446,CHEMBL1965033,CHEMBL1997892,0
73447,CHEMBL1969942,CHEMBL1983393,0
73448,CHEMBL1973399,CHEMBL1974875,0
